sub,patch,env,ben,lt,rr
1,1,2,1,8.1762948,14.03517805
1,2,2,1,15.9600316,9.936168383
1,1,2,1,11.7281176,9.495959459
1,1,2,1,11.7367322,9.486965293
1,1,2,1,10.871536,10.43421556
1,2,2,1,17.1069534,8.758459855
1,1,1,2,9.9847998,11.50327004
1,2,1,2,19.8242063,6.495582008
1,1,1,2,13.4246558,7.879363969
1,1,1,2,14.1839215,7.248017325
1,2,1,2,22.5679243,4.80334848
1,2,1,2,15.8642594,10.04139866
1,2,1,2,13.9998091,12.32717219
1,1,1,2,16.8645271,5.397097683
1,2,1,2,18.6564355,7.385931505
1,1,1,2,14.4562098,7.03414569
1,1,1,2,16.408126,5.674971061
1,2,1,2,14.8372246,11.24237636
1,1,1,2,12.4715004,8.750355079
1,2,1,2,16.7918458,9.067366869
1,2,1,2,13.0197299,13.73043166
1,2,1,2,16.1285649,9.753662045
1,1,1,2,11.5037564,9.733233075
1,1,1,1,11.0157651,10.26998089
1,1,1,1,8.2960385,13.85152159
1,1,1,1,7.696106,14.79645558
1,2,1,1,18.8642858,7.218978853
1,2,1,1,14.7403341,11.3628379
1,2,1,1,11.7575335,15.77547096
1,1,1,1,9.431618,12.22497932
1,2,1,1,13.8956379,12.46923959
1,1,1,1,13.225619,8.053777484
1,2,1,1,16.7210299,9.138275201
1,2,1,1,16.3997532,9.467000271
1,2,1,1,14.9199246,11.14056824
1,1,1,1,9.9867864,11.50075655
1,1,1,1,11.9292411,9.288181662
1,1,1,1,11.0559751,10.22465605
1,1,1,1,8.3354747,13.79156408
1,1,1,1,9.1515881,12.6074087
1,2,1,1,15.7756097,10.13979601
1,2,1,1,15.6482159,10.28288846
1,1,1,1,10.2400332,11.18479953
1,1,2,2,8.0081389,14.29720473
1,2,2,2,15.9212668,9.978627939
1,2,2,2,20.2595575,6.191848214
1,2,2,2,17.7281222,8.179994725
1,1,2,2,13.2078358,8.069547316
1,2,2,2,17.0246387,8.838124476
1,1,2,2,13.9679898,7.422236642
1,2,2,2,17.6265148,8.271933841
1,2,2,2,20.1568858,6.26217463
1,1,2,2,15.4080359,6.334908531
1,1,2,2,14.8320726,6.749249665
1,2,2,2,26.3354599,3.173656391
1,1,2,2,17.4957525,5.035065571
1,2,2,2,13.679753,12.76889478
1,1,2,1,12.8071625,8.433159119
1,1,2,1,9.2242622,12.50702494
1,1,2,1,9.8076585,11.72961557
1,2,2,1,14.2927014,11.93634317
1,2,2,1,17.2240949,8.646326155
1,1,2,1,13.448429,7.858785941
1,2,2,1,16.6621777,9.19762594
1,1,2,1,12.569235,8.656785584
1,2,2,1,19.0438645,7.07777684
1,2,2,1,17.4237473,8.458507544
1,1,2,1,9.5123511,12.11689431
1,1,2,1,11.5209516,9.714840337
1,2,2,1,19.7117653,6.576421581
1,2,2,1,10.0636578,19.00652972
1,1,2,1,7.9120002,14.44920365
1,1,2,1,8.5918027,13.40812715
1,1,2,1,9.0478408,12.75211112
2,2,1,1,12.5750003,14.4188289
2,1,1,1,9.3034538,12.39854846
2,2,1,1,14.95923,11.09250492
2,1,1,1,7.7920459,14.6411239
2,2,1,1,14.2078633,12.04825679
2,1,1,1,8.5277154,13.50298308
2,1,1,1,6.4712592,16.93056913
2,2,1,1,13.344601,13.24842712
2,1,1,1,6.3975716,17.06835984
2,2,1,1,10.1681514,18.78931381
2,2,1,1,9.9290297,19.29009363
2,2,1,1,12.0502976,15.27553015
2,1,1,1,5.5038075,18.83167889
2,1,1,1,4.5835214,20.83786928
2,2,1,1,8.8757722,21.65962668
2,1,1,1,5.7196847,18.38976035
2,2,1,1,12.6798562,14.25347542
2,1,1,1,7.95196,14.38583043
2,1,1,1,8.5356797,13.49115866
2,2,1,1,13.2801783,13.34264551
2,2,1,1,13.2974677,13.31729413
2,1,1,1,6.3857906,17.09049324
2,1,1,1,4.7218041,20.52330096
2,2,1,1,14.159707,12.11224807
2,2,1,2,12.424353,14.65975696
2,1,1,2,3.4398066,23.63150071
2,2,1,2,11.7757427,15.74390413
2,1,1,2,1.7674109,28.40440177
2,2,1,2,13.1281673,13.56762642
2,1,1,2,2.9556187,24.92425104
2,2,1,2,12.66846,14.27135452
2,1,1,2,4.5291407,20.96289242
2,1,1,2,4.6316823,20.72776842
2,2,1,2,12.2880018,14.88129046
2,1,1,2,7.8160182,14.60256681
2,2,1,2,12.1124126,15.17151356
2,2,1,2,12.449142,14.61983733
2,2,1,2,13.3353165,13.26196459
2,1,1,2,4.0400601,22.12156032
2,1,1,2,6.8236963,16.28676364
2,2,1,2,12.9521599,13.83286605
2,1,1,2,5.1598996,19.55772537
2,1,1,2,6.4720717,16.92905602
2,1,1,2,6.1444194,17.55033767
2,2,1,2,12.983661,13.78501645
2,2,1,2,13.7357564,12.6904754
2,1,1,2,8.3201924,13.81476793
2,2,1,2,12.5129592,14.51756704
2,1,1,2,5.88733,18.05374286
2,2,1,2,11.8559353,15.60563497
2,2,2,2,18.4639812,7.543958285
2,1,2,2,9.2403454,12.48491768
2,2,2,2,17.4239773,8.458293546
2,1,2,2,6.7838008,16.35839524
2,2,2,2,14.7389355,11.36458616
2,1,2,2,8.5428715,13.48049005
2,2,2,2,18.263511,7.712163346
2,2,2,2,16.5192619,9.343361945
2,1,2,2,11.0921715,10.18402646
2,1,2,2,8.22448,13.96098319
2,1,2,2,9.5356553,12.08587289
2,2,2,2,16.4157756,9.450329719
2,1,2,2,9.9046035,11.60519612
2,2,2,2,16.7684062,9.090775934
2,2,2,2,18.9194116,7.175336588
2,1,2,2,11.2561176,10.00201315
2,1,2,2,10.2239114,11.20465223
2,2,2,1,18.0573263,7.889076292
2,1,2,1,8.4720661,13.58589406
2,2,2,1,16.1357973,9.745905468
2,2,2,1,14.8491501,11.22763822
2,2,2,1,14.2959184,11.93212
2,1,2,1,8.5543649,13.46345779
2,2,2,1,15.6400256,10.29215682
2,2,2,1,15.042544,10.99131162
2,1,2,1,9.6638557,11.9166335
2,1,2,1,9.9252588,11.57885808
2,2,2,1,14.8369567,11.24270766
2,1,2,1,8.7634377,13.15735841
2,1,2,1,8.7699371,13.14795513
2,2,2,1,14.6078859,11.52959835
2,1,2,1,9.4965232,12.13800904
2,1,2,1,9.169566,12.58250131
2,1,2,1,8.7914234,13.11691672
2,1,2,1,9.559294,12.05448734
2,2,2,1,17.1231805,8.742840115
2,2,2,1,15.2015226,10.80077037
2,1,2,1,7.8883512,14.48684059
2,2,2,1,13.0249069,13.72261482
2,2,2,1,11.2612919,16.6605365
2,1,2,1,5.9040039,18.02066032
2,2,2,1,13.8487565,12.53370898
2,1,2,1,6.3678096,17.12433015
2,1,2,1,4.432968,21.18583598
2,1,2,1,8.5360647,13.49058732
2,1,2,1,7.3517335,15.36771129
2,2,2,1,13.8482415,12.53441903
2,2,2,1,13.673014,12.77836374
2,2,2,1,12.103744,15.1859872
2,2,2,1,11.3281753,16.53841183
2,1,2,1,8.0158573,14.28507122
2,2,2,1,12.6157531,14.35433672
2,2,2,1,10.104128,18.92210599
2,1,2,1,5.6887403,18.45246362
2,2,2,1,12.5525779,14.45443631
2,2,1,2,10.2480138,18.62497515
2,2,1,2,10.3425376,18.43232307
2,1,1,2,7.7491,14.71045292
2,1,1,2,5.8955601,18.03740601
2,2,1,2,11.8041413,15.69479933
2,1,1,2,5.0148976,19.87217651
2,2,1,2,12.1117347,15.17264493
2,1,1,2,4.9991976,19.90652541
2,2,1,2,10.5678615,17.9810816
2,1,1,2,5.4750446,18.89135515
2,1,1,2,5.2181318,19.43284792
2,2,1,2,10.0878615,18.95599391
2,2,1,2,6.351591,28.59151335
2,2,1,2,8.7319699,22.00496828
2,1,1,2,3.5275793,23.40443656
2,2,1,2,9.2677141,20.74564607
2,1,1,2,4.191735,21.75554079
2,1,1,2,4.6318946,20.72728437
2,2,1,2,4.1040261,36.61075599
2,1,1,2,3.2649211,24.09051039
2,1,1,2,2.1435944,27.25300908
2,2,1,2,10.4642468,18.18719545
2,1,1,2,2.5117766,26.17131328
2,2,1,2,10.1451547,18.83690412
2,2,1,2,9.296342,20.68041936
2,1,1,2,2.2551343,26.92067425
2,1,1,2,1.8642784,28.10334758
2,1,1,2,6.0961574,17.643757
2,2,1,2,12.2395407,14.96083028
2,2,1,2,8.4391736,22.72523206
2,2,1,2,9.9120713,19.32611142
2,2,1,1,10.6806751,17.75932423
2,1,1,1,5.1598591,19.5578125
2,2,1,1,8.7183614,22.03793295
2,1,1,1,5.5920161,18.64983974
2,2,1,1,7.6393946,24.81508022
2,1,1,1,5.7025759,18.42440188
2,1,1,1,6.7432322,16.43155846
2,1,1,1,5.543694,18.74923561
2,2,1,1,10.3128357,18.4926438
2,2,1,1,11.2528503,16.67601425
2,2,1,1,8.7648728,21.92546923
2,1,1,1,6.6243465,16.64785217
2,2,1,1,10.5200966,18.07580533
2,1,1,1,5.6158074,18.60109612
2,1,1,1,2.0407441,27.56308763
2,2,1,1,10.4170292,18.28190432
2,1,1,1,4.1763042,21.79249974
2,1,1,1,5.2637484,19.33558151
2,2,1,1,10.5462972,18.02378466
2,1,1,1,4.5611818,20.88913832
2,1,1,1,3.7205185,22.91295083
2,1,1,1,7.1831993,15.65526686
2,2,1,1,13.847651,12.53523323
2,1,1,1,8.295809,13.85187128
2,2,1,1,9.8890096,19.37519988
2,2,1,1,10.8077208,17.51286336
2,1,1,1,3.0633287,24.63068854
2,2,1,1,9.8957588,19.36082084
2,2,1,1,8.6966799,22.09055538
2,2,2,2,12.8079135,14.05410414
2,1,2,2,6.3906235,17.08141002
2,1,2,2,6.6404486,16.61839107
2,1,2,2,4.0513674,22.09406256
2,2,2,2,10.4158153,18.28434565
2,1,2,2,7.0074634,15.96084204
2,2,2,2,10.1034477,18.92352204
2,2,2,2,9.8238033,19.51467184
2,1,2,2,3.2807842,24.04851052
2,1,2,2,4.2171473,21.69481129
2,2,2,2,9.8254953,19.51104011
2,2,2,2,9.8316793,19.49777243
2,2,2,2,10.4570167,18.20166568
2,1,2,2,5.2072613,19.45609874
2,1,2,2,5.4880655,18.86431645
2,2,2,2,10.8156247,17.49764378
2,1,2,2,4.7454286,20.4700364
2,2,2,2,13.2788238,13.34463364
2,1,2,2,5.530952,18.77553334
2,1,2,2,7.2155934,15.59958092
2,1,2,2,7.5120275,15.09911751
2,2,2,2,11.6253395,16.00654343
2,1,2,2,9.1040382,12.67352437
2,2,1,1,10.5918607,17.93367573
2,2,1,1,10.7123165,17.69761939
2,1,1,1,5.7245262,18.37996922
2,2,1,1,10.0398386,19.05639426
2,1,1,1,4.2798787,21.54562257
2,2,1,1,9.3518252,20.55458799
2,1,1,1,2.0392558,27.56760044
2,1,1,1,2.2081495,27.0601693
2,1,1,1,2.4720588,26.28590479
2,2,1,1,13.0911725,13.62295139
2,2,1,1,12.1438444,15.11914866
2,1,1,1,6.3920427,17.07874362
2,2,1,1,13.8206906,12.57246345
2,1,1,1,8.2153291,13.97504338
2,1,1,1,7.9612029,14.37121151
2,1,1,1,7.6077435,14.9409765
2,2,1,1,12.991917,13.77250313
2,2,1,1,11.2396656,16.70021731
2,2,1,1,14.4321197,11.75468378
2,1,1,1,7.5043968,15.11179668
2,1,1,1,6.076937,17.68109967
2,1,1,1,4.8240949,20.29366737
2,1,1,1,6.5129026,16.85319138
2,2,1,1,14.8964358,11.1693901
2,1,1,1,8.6480551,13.32541699
2,2,1,1,12.280325,14.89386224
2,2,2,1,12.5036692,14.53241012
2,2,2,1,12.0794329,15.22665223
2,2,2,1,11.3030935,16.58410428
2,2,2,1,10.655417,17.80873519
2,1,2,1,7.5037811,15.11282019
2,2,2,1,13.1148501,13.58751609
2,1,2,1,7.3601445,15.35349951
2,1,2,1,8.4875751,13.56273642
2,1,2,1,6.5439942,16.79565063
2,2,2,1,12.4324766,14.64666291
2,2,2,1,14.1840823,12.07981521
2,1,2,1,8.2802681,13.87557129
2,1,2,1,6.3526188,17.15296862
2,2,2,1,13.2721483,13.35443627
2,1,2,1,7.153187,15.70703583
2,1,2,1,9.6237904,11.96926818
2,2,2,1,12.9089924,13.89870658
2,2,2,1,13.0400055,13.69984259
2,1,2,1,9.4471695,12.20408436
2,2,2,1,13.3827667,13.19292381
2,2,1,2,9.7369738,19.70195422
2,2,1,2,12.5194719,14.50717042
2,1,1,2,5.9997184,17.83192339
2,2,1,2,12.009824,15.3436899
2,1,1,2,6.3603514,17.13838475
2,1,1,2,7.2082718,15.61214951
2,2,1,2,13.8559633,12.52377684
2,1,1,2,6.2960209,17.26009216
2,1,1,2,8.1160305,14.12852734
2,2,1,2,11.5520591,16.13609111
2,2,1,2,9.9991982,19.1417755
2,2,1,2,11.6019213,16.04782947
2,2,1,2,10.1921439,18.7397909
2,1,1,2,5.4892212,18.86191844
2,1,1,2,5.8070719,18.213834
2,2,1,2,10.6386331,17.84164456
2,2,1,2,12.2163455,14.99905116
2,1,1,2,6.9195239,16.11598594
2,2,1,2,12.2476104,14.94755593
2,2,1,2,11.0478373,17.05635471
2,2,1,2,12.3841562,14.72472076
2,1,1,2,6.5124512,16.85402823
2,1,1,2,4.4404267,21.16846104
2,1,1,2,3.9120635,22.43522659
2,2,1,2,9.4242183,20.39155684
2,1,2,2,6.6557359,16.59046902
2,2,2,2,14.5367001,11.62023456
2,1,2,2,9.3434109,12.34417294
2,2,2,2,12.0315444,15.30707384
2,1,2,2,6.1515179,17.5366391
2,1,2,2,6.4003743,17.06309853
2,1,2,2,8.9998115,12.81966165
2,2,2,2,15.4555355,10.50315872
2,2,2,2,11.4153782,16.38052855
2,2,2,2,12.8712459,13.95653558
2,2,2,2,13.0320443,13.71184523
2,1,2,2,8.7152897,13.22722833
2,1,2,2,7.0601462,15.86861473
2,2,2,2,13.027017,13.71943002
2,2,2,2,12.2877281,14.88173849
2,1,2,2,8.9995311,12.82005707
2,2,2,2,11.5282763,16.17836013
2,1,2,2,7.2151824,15.6002862
2,1,2,2,5.6158236,18.60106297
2,1,2,2,5.5518142,18.73249586
2,2,2,2,14.5440229,11.61087813
3,2,1,2,12.7273496,14.17920553
3,1,1,2,6.6393762,16.62035156
3,2,1,2,12.0084198,15.3460601
3,2,1,2,15.1196773,10.89844856
3,1,1,2,9.407788,12.2570667
3,1,1,2,8.8408058,13.04585796
3,2,1,2,12.7704659,14.11211571
3,1,1,2,6.3522591,17.15364733
3,1,1,2,10.8162122,10.49790782
3,2,1,2,10.3036041,18.51143218
3,2,1,2,13.5367048,12.9714063
3,2,1,2,11.8078251,15.68844081
3,2,1,2,12.9195138,13.88263016
3,2,1,2,12.6240913,14.34117693
3,1,1,2,7.1198867,15.76467673
3,2,1,2,15.3852711,10.58465305
3,1,1,2,9.7798527,11.76554714
3,1,1,2,6.2958968,17.26032778
3,1,1,2,9.6881417,11.88484117
3,1,1,2,9.3837517,12.28951718
3,1,1,2,8.9294518,12.91926523
3,1,1,2,9.5043517,12.12756107
3,2,1,2,18.351892,7.637549669
3,1,2,1,25.1436924,2.170924601
3,2,2,1,22.40776,4.888724093
3,2,2,1,21.4662918,5.422152353
3,1,2,1,20.4528015,3.636970879
3,1,2,1,23.319374,2.653363775
3,1,2,1,13.5192076,7.797837784
3,2,2,1,25.1251443,3.6255974
3,1,2,1,22.144134,3.019540248
3,2,2,1,26.5915396,3.085505779
3,1,1,1,15.9024984,5.999550202
3,2,1,1,19.7033905,6.582482757
3,2,1,1,14.1818529,12.08277795
3,1,1,1,19.6080993,3.991106062
3,1,1,1,16.9675124,5.336302301
3,2,1,1,19.9045766,6.438409399
3,2,1,1,14.2958252,11.93224233
3,1,1,1,11.5985751,9.632242484
3,2,1,1,11.3125565,16.56685036
3,2,1,1,11.6559617,15.95271702
3,2,1,1,13.0851234,13.63201914
3,1,1,1,9.4890734,12.14795995
3,1,1,1,10.3437377,11.05793397
3,2,1,1,12.3756064,14.73857555
3,2,1,1,12.2394512,14.96097757
3,1,1,1,6.7282885,16.45859098
3,1,1,1,7.2717637,15.50349244
3,1,1,1,8.5061522,13.53504952
3,2,1,1,10.912858,17.31149216
3,2,2,2,17.5204307,8.369026511
3,2,2,2,18.3915079,7.604339558
3,1,2,2,9.6363107,11.95279506
3,2,2,2,15.0556736,10.97544881
3,1,2,2,13.7250702,7.623240959
3,2,2,2,19.8476917,6.478823018
3,1,2,2,13.5038539,7.811018734
3,1,2,2,8.1757198,14.03606581
3,1,2,2,20.0410116,3.805502509
3,1,2,2,21.1964412,3.35130825
3,1,2,2,24.2390967,2.398056666
3,2,2,2,20.1097657,6.294717067
3,2,2,2,18.1772984,7.785648662
3,1,1,1,10.2963162,11.1157669
3,1,1,1,6.751812,16.41605803
3,1,1,1,11.7837709,9.438004075
3,2,1,1,12.9445109,13.84450979
3,2,1,1,14.3902595,11.80893446
3,2,1,1,11.6318087,15.99515703
3,2,1,1,13.1280398,13.56781671
3,1,1,1,12.0808386,9.134578778
3,1,1,1,8.2082708,13.985898
3,1,1,1,9.6675877,11.91174249
3,2,1,1,13.3831406,13.19238121
3,2,1,1,11.2989266,16.59170749
3,1,1,1,10.6003744,10.75013314
3,2,1,1,10.6954306,17.73052236
3,1,1,1,8.214628,13.97612119
3,2,1,1,18.3045217,7.677450768
3,1,1,1,14.3196656,7.140595013
3,1,1,1,8.7213388,13.21842984
3,2,1,1,16.9753169,8.886205129
3,2,1,1,14.9598427,11.09175734
3,1,2,2,15.7125931,6.126196492
3,2,2,2,14.8397408,11.2392651
3,2,2,2,26.7311885,3.038470345
3,1,2,2,14.591563,6.930191138
3,2,2,2,18.2958574,7.684771427
3,1,2,2,12.5435427,8.681285589
3,2,2,2,18.360026,7.630719104
3,1,2,2,16.7762013,5.449790573
3,2,2,2,20.2397144,6.205378176
3,1,2,2,11.857131,9.362149523
3,1,2,2,17.5522203,5.003887403
3,2,2,2,22.5444426,4.815771505
3,2,2,2,20.4239689,6.080873594
3,2,2,2,21.960128,5.135467432
3,1,1,2,9.3406212,12.34796154
3,2,1,2,11.6640309,15.93856348
3,2,1,2,16.6800598,9.179551707
3,1,1,2,11.8511797,9.368280395
3,2,1,2,12.5927631,14.39068334
3,1,1,2,7.8079035,14.61560713
3,2,1,2,16.9993386,8.862755332
3,1,1,2,10.793241,10.52446781
3,2,1,2,13.1526292,13.5311676
3,1,1,2,11.4800258,9.758673566
3,2,1,2,14.1920522,12.0692296
3,1,1,2,8.2021995,13.9952415
3,2,1,2,13.9042069,12.45749175
3,1,1,2,6.407764,17.04923414
3,1,1,2,10.490777,10.88051804
3,2,1,2,13.9765871,12.35870121
3,2,1,2,13.7883925,12.61721022
3,1,1,2,7.0571186,15.87390043
3,2,1,2,13.9371405,12.41244369
3,1,1,2,10.6318309,10.71299965
3,2,1,2,14.6720169,11.44855005
3,1,2,1,9.9789365,11.51069161
3,1,2,1,19.0234292,4.25622285
3,1,2,1,17.2396517,5.17892568
3,1,2,1,10.5121835,10.85492766
3,2,2,1,16.487264,9.376306366
3,2,2,1,13.8403141,12.54535399
3,1,2,1,9.6244397,11.96841333
3,2,2,1,14.3920256,11.80664055
3,1,2,1,12.3770994,8.84169314
3,2,2,1,16.321392,9.548955987
3,2,2,1,12.6643939,14.27773911
3,2,2,1,14.8960618,11.16984962
3,1,2,1,11.3677235,9.879972606
3,2,2,1,12.209389,15.01053305
3,2,2,1,13.6474212,12.81438818
3,1,2,1,11.3121939,9.940506698
3,1,2,1,11.1369033,10.13403906
3,1,1,2,15.8401525,6.040836822
3,2,1,2,13.4808532,13.05134372
3,1,1,2,8.7361159,13.19696099
3,2,1,2,13.5118368,13.0069379
3,1,1,2,8.3446815,13.77760378
3,2,1,2,11.1982315,16.77650646
3,1,1,2,9.1278859,12.64032215
3,1,1,2,12.0318379,9.183947793
3,2,1,2,13.8560837,12.52361098
3,2,1,2,12.6482178,14.30316712
3,2,1,2,16.4953373,9.367983311
3,1,1,2,10.8720178,10.43366258
3,1,1,2,8.4472908,13.62296996
3,2,1,2,10.4958472,18.12408571
3,1,1,2,8.3601593,13.75416656
3,1,1,2,9.1439999,12.61793652
3,2,1,2,11.2238925,16.72921802
3,2,1,2,12.5681118,14.42975869
3,1,1,2,6.4502799,16.96968531
3,1,1,2,7.5593816,15.02067143
3,2,1,2,12.4045167,14.69177937
3,2,1,2,12.3620403,14.76058592
3,1,2,1,13.8798935,7.494512147
3,2,2,1,14.6864407,11.43039998
3,2,2,1,16.0715422,9.815034137
3,1,2,1,13.2315308,8.048541831
3,1,2,1,9.984384,11.50379619
3,1,2,1,9.4958154,12.13895412
3,2,2,1,14.8798579,11.18977683
3,1,2,1,8.0891222,14.1704085
3,1,2,1,10.2813768,11.13404884
3,2,2,1,13.9779102,12.35690265
3,2,2,1,14.4713595,11.70405547
3,2,2,1,17.1437015,8.723127072
3,2,2,1,17.7364468,8.172507684
3,1,2,1,11.6718827,9.55488199
3,1,2,1,9.5037006,12.12842969
3,2,2,1,13.0798227,13.63996997
3,1,2,1,12.82414,8.41742468
3,2,2,2,15.9513725,9.945637102
3,2,2,2,13.3036786,13.30819887
3,1,2,2,13.0002544,8.25592678
3,1,2,2,9.4736436,12.16859592
3,1,2,2,12.7197376,8.514649819
3,2,2,2,14.9530103,11.10009664
3,2,2,2,11.0233686,17.1023247
3,2,2,2,13.7276783,12.70175706
3,2,2,2,14.6762687,11.44319684
3,2,2,2,13.4743229,13.0607223
3,1,2,2,8.8236906,13.07044217
3,2,2,2,11.6237555,16.00933265
3,2,2,2,12.5117553,14.51948971
3,1,2,2,8.2401566,13.93692925
3,1,2,2,13.0812313,8.182714005
3,1,2,2,13.9285235,7.45452879
3,1,2,2,13.896388,7.480926471
3,2,2,2,17.5268405,8.363127774
3,1,1,1,10.5273962,10.83677825
3,1,1,1,11.9775044,9.239001712
3,2,1,1,14.3514879,11.85940565
3,2,1,1,15.3278361,10.65173699
3,1,1,1,10.2157704,11.21469061
3,2,1,1,14.9518383,11.10152776
3,1,1,1,11.711898,9.512916855
3,2,1,1,14.3997609,11.79659875
3,1,1,1,11.919688,9.297947195
3,1,1,1,9.6799719,11.89552662
3,2,1,1,9.8823553,19.3893872
3,1,1,1,9.4699438,12.17354928
3,2,1,1,12.6808337,14.25194289
3,2,1,1,17.3997738,8.480842784
3,1,1,1,11.0006141,10.28711121
3,2,1,1,15.0717404,10.9560685
3,1,1,1,7.064195,15.86154893
3,1,1,1,10.6000286,10.75054207
3,2,1,1,14.9999095,11.04297968
3,2,1,1,12.2798903,14.89457444
4,2,1,2,6.9113619,26.88410282
